Wavelength,L,M,S
605,7.72523E-01,2.62284E-01,1.18692E-05
605,7.71225E-01,2.60997E-01,1.17718E-05
605,7.69921E-01,2.59713E-01,1.16751E-05
606,7.68613E-01,2.58434E-01,1.15794E-05
606,7.67299E-01,2.57159E-01,1.14845E-05
606,7.65981E-01,2.55888E-01,1.13904E-05
606,7.64657E-01,2.54621E-01,1.12971E-05
606,7.63329E-01,2.53358E-01,1.12047E-05
606,7.61996E-01,2.52099E-01,1.11131E-05
606,7.60658E-01,2.50845E-01,1.10223E-05
606,7.59316E-01,2.49595E-01,1.09323E-05
606,7.57970E-01,2.48349E-01,1.08430E-05
606,7.56619E-01,2.47108E-01,1.07546E-05
606,7.55263E-01,2.45870E-01,1.06669E-05
607,7.53904E-01,2.44637E-01,1.05800E-05
607,7.52540E-01,2.43408E-01,1.04938E-05
607,7.51172E-01,2.42184E-01,1.04084E-05
607,7.49800E-01,2.40963E-01,1.03238E-05
607,7.48425E-01,2.39747E-01,1.02399E-05
607,7.47045E-01,2.38535E-01,1.01567E-05
607,7.45662E-01,2.37328E-01,1.00743E-05
607,7.44275E-01,2.36124E-01,9.99253E-06
607,7.42884E-01,2.34926E-01,9.91151E-06
608,7.41490E-01,2.33731E-01,9.83119E-06
608,7.40093E-01,2.32541E-01,9.75158E-06
608,7.38692E-01,2.31354E-01,9.67266E-06
608,7.37288E-01,2.30173E-01,9.59442E-06
608,7.35880E-01,2.28995E-01,9.51687E-06
608,7.34470E-01,2.27822E-01,9.43999E-06
608,7.33056E-01,2.26654E-01,9.36378E-06
608,7.31640E-01,2.25489E-01,9.28823E-06
608,7.30220E-01,2.24329E-01,9.21334E-06
608,7.28798E-01,2.23173E-01,9.13909E-06
608,7.27373E-01,2.22022E-01,9.06549E-06
609,7.25945E-01,2.20875E-01,8.99253E-06
609,7.24514E-01,2.19732E-01,8.92020E-06
609,7.23081E-01,2.18594E-01,8.84850E-06
609,7.21646E-01,2.17460E-01,8.77742E-06
609,7.20208E-01,2.16330E-01,8.70695E-06
609,7.18768E-01,2.15205E-01,8.63709E-06
609,7.17325E-01,2.14084E-01,8.56783E-06
609,7.15881E-01,2.12967E-01,8.49918E-06
609,7.14434E-01,2.11855E-01,8.43111E-06
610,7.12985E-01,2.10747E-01,8.36364E-06
610,7.11535E-01,2.09644E-01,8.29674E-06
610,7.10082E-01,2.08545E-01,8.23042E-06
610,7.08627E-01,2.07450E-01,8.16468E-06
610,7.07171E-01,2.06359E-01,8.09950E-06
610,7.05713E-01,2.05273E-01,8.03488E-06
610,7.04253E-01,2.04192E-01,7.97081E-06
610,7.02792E-01,2.03114E-01,7.90730E-06
610,7.01329E-01,2.02041E-01,7.84433E-06
610,6.99865E-01,2.00972E-01,7.78191E-06
610,6.98399E-01,1.99908E-01,7.72002E-06
611,6.96931E-01,1.98848E-01,7.65866E-06
611,6.95461E-01,1.97792E-01,7.59783E-06
611,6.93990E-01,1.96740E-01,7.53752E-06
611,6.92518E-01,1.95693E-01,7.47772E-06
611,6.91044E-01,1.94650E-01,7.41844E-06
611,6.89568E-01,1.93611E-01,7.35967E-06
611,6.88090E-01,1.92576E-01,7.30140E-06
611,6.86611E-01,1.91545E-01,7.24362E-06
611,6.85130E-01,1.90519E-01,7.18634E-06
612,6.83648E-01,1.89497E-01,7.12955E-06
612,6.82164E-01,1.88479E-01,7.07325E-06
612,6.80678E-01,1.87465E-01,7.01742E-06
612,6.79191E-01,1.86455E-01,6.96208E-06
612,6.77702E-01,1.85449E-01,6.90720E-06
612,6.76212E-01,1.84448E-01,6.85279E-06
612,6.74719E-01,1.83450E-01,6.79885E-06
612,6.73226E-01,1.82457E-01,6.74536E-06
612,6.71731E-01,1.81467E-01,6.69233E-06
612,6.70234E-01,1.80482E-01,6.63975E-06
612,6.68735E-01,1.79501E-01,6.58762E-06
613,6.67235E-01,1.78523E-01,6.53593E-06
613,6.65734E-01,1.77550E-01,6.48468E-06
613,6.64231E-01,1.76581E-01,6.43386E-06
613,6.62726E-01,1.75615E-01,6.38348E-06
613,6.61220E-01,1.74654E-01,6.33352E-06
613,6.59712E-01,1.73697E-01,6.28399E-06
613,6.58202E-01,1.72743E-01,6.23487E-06
613,6.56691E-01,1.71794E-01,6.18617E-06
613,6.55179E-01,1.70848E-01,6.13789E-06
614,6.53665E-01,1.69906E-01,6.09001E-06
614,6.52149E-01,1.68969E-01,6.04253E-06
614,6.50632E-01,1.68035E-01,5.99546E-06
614,6.49113E-01,1.67105E-01,5.94879E-06
614,6.47593E-01,1.66179E-01,5.90251E-06
614,6.46072E-01,1.65256E-01,5.85662E-06
614,6.44548E-01,1.64338E-01,5.81111E-06
614,6.43024E-01,1.63423E-01,5.76599E-06
614,6.41498E-01,1.62512E-01,5.72125E-06
614,6.39970E-01,1.61605E-01,5.67689E-06
614,6.38441E-01,1.60702E-01,5.63290E-06
615,6.36910E-01,1.59803E-01,5.58928E-06
615,6.35378E-01,1.58907E-01,5.54602E-06
615,6.33845E-01,1.58015E-01,5.50313E-06
615,6.32310E-01,1.57127E-01,5.46060E-06
615,6.30773E-01,1.56243E-01,5.41843E-06
615,6.29236E-01,1.55362E-01,0.0
615,6.27697E-01,1.54485E-01,0.0
615,6.26156E-01,1.53612E-01,0.0
615,6.24615E-01,1.52742E-01,0.0
616,6.23072E-01,1.51876E-01,0.0
616,6.21529E-01,1.51014E-01,0.0
616,6.19985E-01,1.50156E-01,0.0
616,6.18440E-01,1.49301E-01,0.0
616,6.16895E-01,1.48450E-01,0.0
616,6.15349E-01,1.47602E-01,0.0
616,6.13803E-01,1.46759E-01,0.0
616,6.12257E-01,1.45919E-01,0.0
616,6.10710E-01,1.45082E-01,0.0
616,6.09164E-01,1.44249E-01,0.0
616,6.07617E-01,1.43420E-01,0.0
617,6.06071E-01,1.42595E-01,0.0
617,6.04524E-01,1.41773E-01,0.0
617,6.02979E-01,1.40955E-01,0.0
617,6.01433E-01,1.40140E-01,0.0
617,5.99888E-01,1.39329E-01,0.0
617,5.98344E-01,1.38521E-01,0.0
617,5.96800E-01,1.37718E-01,0.0
617,5.95258E-01,1.36917E-01,0.0
617,5.93716E-01,1.36121E-01,0.0
618,5.92175E-01,1.35328E-01,0.0
618,5.90635E-01,1.34538E-01,0.0
618,5.89097E-01,1.33752E-01,0.0
618,5.87559E-01,1.32970E-01,0.0
618,5.86023E-01,1.32191E-01,0.0
618,5.84489E-01,1.31416E-01,0.0
618,5.82956E-01,1.30644E-01,0.0
618,5.81424E-01,1.29876E-01,0.0
618,5.79894E-01,1.29111E-01,0.0
618,5.78367E-01,1.28350E-01,0.0
618,5.76840E-01,1.27592E-01,0.0
619,5.75316E-01,1.26838E-01,0.0
619,5.73794E-01,1.26087E-01,0.0
619,5.72274E-01,1.25340E-01,0.0
619,5.70756E-01,1.24596E-01,0.0
619,5.69240E-01,1.23856E-01,0.0
619,5.67727E-01,1.23119E-01,0.0
619,5.66216E-01,1.22386E-01,0.0
619,5.64708E-01,1.21656E-01,0.0
619,5.63202E-01,1.20929E-01,0.0
620,5.61699E-01,1.20206E-01,0.0
620,5.60198E-01,1.19486E-01,0.0
620,5.58700E-01,1.18770E-01,0.0
620,5.57205E-01,1.18057E-01,0.0
620,5.55713E-01,1.17348E-01,0.0
620,5.54224E-01,1.16641E-01,0.0
620,5.52738E-01,1.15939E-01,0.0
620,5.51255E-01,1.15239E-01,0.0
620,5.49775E-01,1.14543E-01,0.0
620,5.48297E-01,1.13851E-01,0.0
620,5.46821E-01,1.13161E-01,0.0
621,5.45347E-01,1.12476E-01,0.0
621,5.43876E-01,1.11793E-01,0.0
621,5.42405E-01,1.11114E-01,0.0
621,5.40937E-01,1.10438E-01,0.0
621,5.39469E-01,1.09766E-01,0.0
621,5.38003E-01,1.09097E-01,0.0
621,5.36538E-01,1.08431E-01,0.0
621,5.35073E-01,1.07769E-01,0.0
621,5.33609E-01,1.07110E-01,0.0
622,5.32145E-01,1.06454E-01,0.0
622,5.30682E-01,1.05802E-01,0.0
622,5.29219E-01,1.05153E-01,0.0
622,5.27755E-01,1.04507E-01,0.0
622,5.26291E-01,1.03865E-01,0.0
622,5.24827E-01,1.03226E-01,0.0
622,5.23362E-01,1.02591E-01,0.0
622,5.21896E-01,1.01959E-01,0.0
622,5.20430E-01,1.01330E-01,0.0
622,5.18962E-01,1.00704E-01,0.0
622,5.17493E-01,1.00082E-01,0.0
623,5.16023E-01,9.94632E-02,0.0
623,5.14551E-01,9.88475E-02,0.0
623,5.13077E-01,9.82352E-02,0.0
623,5.11601E-01,9.76262E-02,0.0
623,5.10124E-01,9.70205E-02,0.0
623,5.08644E-01,9.64181E-02,0.0
623,5.07162E-01,9.58189E-02,0.0
623,5.05677E-01,9.52231E-02,0.0
623,5.04190E-01,9.46304E-02,0.0
624,5.02700E-01,9.40411E-02,0.0
624,5.01207E-01,9.34550E-02,0.0
624,4.99712E-01,9.28721E-02,0.0
624,4.98213E-01,9.22925E-02,0.0
624,4.96711E-01,9.17162E-02,0.0
624,4.95206E-01,9.11430E-02,0.0
624,4.93697E-01,9.05731E-02,0.0
624,4.92184E-01,9.00063E-02,0.0
624,4.90668E-01,8.94428E-02,0.0
624,4.89148E-01,8.88825E-02,0.0
624,4.87624E-01,8.83254E-02,0.0
625,4.86096E-01,8.77714E-02,0.0
625,4.84564E-01,8.72206E-02,0.0
625,4.83027E-01,8.66730E-02,0.0
625,4.81486E-01,8.61285E-02,0.0
625,4.79941E-01,8.55872E-02,0.0
625,4.78391E-01,8.50490E-02,0.0
625,4.76837E-01,8.45139E-02,0.0
625,4.75278E-01,8.39819E-02,0.0
625,4.73716E-01,8.34530E-02,0.0
626,4.72150E-01,8.29271E-02,0.0
626,4.70580E-01,8.24043E-02,0.0
626,4.69007E-01,8.18845E-02,0.0
626,4.67431E-01,8.13676E-02,0.0
626,4.65852E-01,8.08537E-02,0.0
626,4.64270E-01,8.03428E-02,0.0
626,4.62685E-01,7.98348E-02,0.0
626,4.61098E-01,7.93297E-02,0.0
626,4.59509E-01,7.88275E-02,0.0
626,4.57918E-01,7.83282E-02,0.0
626,4.56325E-01,7.78317E-02,0.0
627,4.54730E-01,7.73380E-02,0.0
627,4.53134E-01,7.68471E-02,0.0
627,4.51536E-01,7.63591E-02,0.0
627,4.49938E-01,7.58738E-02,0.0
627,4.48338E-01,7.53913E-02,0.0
627,4.46738E-01,7.49115E-02,0.0
627,4.45137E-01,7.44344E-02,0.0
627,4.43536E-01,7.39600E-02,0.0
627,4.41934E-01,7.34883E-02,0.0
628,4.40333E-01,7.30193E-02,0.0
628,4.38731E-01,7.25529E-02,0.0
628,4.37130E-01,7.20892E-02,0.0
628,4.35529E-01,7.16280E-02,0.0
628,4.33929E-01,7.11695E-02,0.0
628,4.32329E-01,7.07136E-02,0.0
628,4.30731E-01,7.02602E-02,0.0
628,4.29133E-01,6.98093E-02,0.0
628,4.27536E-01,6.93610E-02,0.0
628,4.25941E-01,6.89152E-02,0.0
628,4.24347E-01,6.84719E-02,0.0
629,4.22755E-01,6.80311E-02,0.0
629,4.21165E-01,6.75928E-02,0.0
629,4.19576E-01,6.71569E-02,0.0
629,4.17990E-01,6.67234E-02,0.0
629,4.16406E-01,6.62924E-02,0.0
629,4.14824E-01,6.58638E-02,0.0
629,4.13244E-01,6.54375E-02,0.0
629,4.11667E-01,6.50137E-02,0.0
629,4.10093E-01,6.45922E-02,0.0
630,4.08521E-01,6.41730E-02,0.0
630,4.06953E-01,6.37562E-02,0.0
630,4.05387E-01,6.33417E-02,0.0
630,4.03825E-01,6.29295E-02,0.0
630,4.02266E-01,6.25196E-02,0.0
630,4.00711E-01,6.21120E-02,0.0
630,3.99159E-01,6.17067E-02,0.0
630,3.97611E-01,6.13036E-02,0.0
630,3.96066E-01,6.09027E-02,0.0
630,3.94525E-01,6.05042E-02,0.0
630,3.92987E-01,6.01078E-02,0.0
631,3.91454E-01,5.97137E-02,0.0
631,3.89923E-01,5.93218E-02,0.0
631,3.88397E-01,5.89321E-02,0.0
631,3.86874E-01,5.85447E-02,0.0
631,3.85355E-01,5.81595E-02,0.0
631,3.83840E-01,5.77765E-02,0.0
631,3.82329E-01,5.73956E-02,0.0
631,3.80821E-01,5.70170E-02,0.0
631,3.79318E-01,5.66406E-02,0.0
632,3.77818E-01,5.62663E-02,0.0
632,3.76322E-01,5.58942E-02,0.0
632,3.74830E-01,5.55243E-02,0.0
632,3.73341E-01,5.51566E-02,0.0
632,3.71857E-01,5.47910E-02,0.0
632,3.70377E-01,5.44276E-02,0.0
632,3.68900E-01,5.40663E-02,0.0
632,3.67428E-01,5.37071E-02,0.0
632,3.65959E-01,5.33500E-02,0.0
632,3.64495E-01,5.29951E-02,0.0
632,3.63034E-01,5.26423E-02,0.0
633,3.61578E-01,5.22916E-02,0.0
633,3.60125E-01,5.19430E-02,0.0
633,3.58677E-01,5.15965E-02,0.0
633,3.57233E-01,5.12521E-02,0.0
633,3.55793E-01,5.09098E-02,0.0
633,3.54356E-01,5.05695E-02,0.0
633,3.52924E-01,5.02313E-02,0.0
633,3.51497E-01,4.98952E-02,0.0
633,3.50073E-01,4.95611E-02,0.0
634,3.48653E-01,4.92290E-02,0.0
634,3.47238E-01,4.88990E-02,0.0
634,3.45826E-01,4.85710E-02,0.0
634,3.44419E-01,4.82450E-02,0.0
634,3.43016E-01,4.79211E-02,0.0
634,3.41618E-01,4.75991E-02,0.0
634,3.40223E-01,4.72791E-02,0.0
634,3.38833E-01,4.69611E-02,0.0
634,3.37447E-01,4.66451E-02,0.0
634,3.36065E-01,4.63311E-02,0.0
634,3.34687E-01,4.60190E-02,0.0
635,3.33314E-01,4.57089E-02,0.0
635,3.31945E-01,4.54008E-02,0.0
635,3.30580E-01,4.50945E-02,0.0
635,3.29220E-01,4.47902E-02,0.0
635,3.27864E-01,4.44879E-02,0.0
635,3.26512E-01,4.41874E-02,0.0
635,3.25164E-01,4.38889E-02,0.0
635,3.23821E-01,4.35922E-02,0.0
635,3.22482E-01,4.32973E-02,0.0
636,3.21148E-01,4.30043E-02,0.0
636,3.19817E-01,4.27131E-02,0.0
636,3.18492E-01,4.24237E-02,0.0
636,3.17170E-01,4.21360E-02,0.0
636,3.15853E-01,4.18501E-02,0.0
636,3.14541E-01,4.15659E-02,0.0
636,3.13233E-01,4.12835E-02,0.0
636,3.11929E-01,4.10027E-02,0.0
636,3.10630E-01,4.07236E-02,0.0
636,3.09335E-01,4.04461E-02,0.0
636,3.08045E-01,4.01703E-02,0.0
637,3.06760E-01,3.98961E-02,0.0
637,3.05478E-01,3.96235E-02,0.0
637,3.04202E-01,3.93525E-02,0.0
637,3.02930E-01,3.90831E-02,0.0
637,3.01662E-01,3.88152E-02,0.0
637,3.00399E-01,3.85488E-02,0.0
637,2.99141E-01,3.82840E-02,0.0
637,2.97887E-01,3.80206E-02,0.0
637,2.96638E-01,3.77588E-02,0.0
638,2.95393E-01,3.74984E-02,0.0
638,2.94153E-01,3.72395E-02,0.0
638,2.92918E-01,3.69820E-02,0.0
638,2.91687E-01,3.67260E-02,0.0
638,2.90460E-01,3.64713E-02,0.0
638,2.89239E-01,3.62181E-02,0.0
638,2.88022E-01,3.59662E-02,0.0
638,2.86809E-01,3.57158E-02,0.0
638,2.85602E-01,3.54667E-02,0.0
638,2.84399E-01,3.52189E-02,0.0
638,2.83200E-01,3.49725E-02,0.0
639,2.82006E-01,3.47273E-02,0.0
639,2.80817E-01,3.44835E-02,0.0
639,2.79633E-01,3.42410E-02,0.0
639,2.78453E-01,3.39998E-02,0.0
639,2.77278E-01,3.37599E-02,0.0
639,2.76108E-01,3.35212E-02,0.0
639,2.74942E-01,3.32838E-02,0.0
639,2.73781E-01,3.30476E-02,0.0
639,2.72624E-01,3.28127E-02,0.0
640,2.71473E-01,3.25789E-02,0.0
640,2.70326E-01,3.23464E-02,0.0
640,2.69183E-01,3.21151E-02,0.0
640,2.68045E-01,3.18850E-02,0.0
640,2.66912E-01,3.16560E-02,0.0
640,2.65784E-01,3.14282E-02,0.0
640,2.64661E-01,3.12016E-02,0.0
640,2.63541E-01,3.09762E-02,0.0
640,2.62427E-01,3.07520E-02,0.0
640,2.61317E-01,3.05289E-02,0.0
640,2.60210E-01,3.03072E-02,0.0
641,2.59109E-01,3.00867E-02,0.0
641,2.58011E-01,2.98674E-02,0.0
641,2.56917E-01,2.96495E-02,0.0
641,2.55826E-01,2.94329E-02,0.0
641,2.54740E-01,2.92176E-02,0.0
641,2.53657E-01,2.90036E-02,0.0
641,2.52577E-01,2.87910E-02,0.0
641,2.51501E-01,2.85797E-02,0.0
641,2.50428E-01,2.83699E-02,0.0
642,2.49358E-01,2.81614E-02,0.0
642,2.48292E-01,2.79543E-02,0.0
642,2.47228E-01,2.77487E-02,0.0
642,2.46168E-01,2.75445E-02,0.0
642,2.45110E-01,2.73417E-02,0.0
642,2.44054E-01,2.71403E-02,0.0
642,2.43002E-01,2.69405E-02,0.0
642,2.41952E-01,2.67420E-02,0.0
642,2.40904E-01,2.65451E-02,0.0
642,2.39859E-01,2.63496E-02,0.0
642,2.38816E-01,2.61557E-02,0.0
643,2.37776E-01,2.59632E-02,0.0
643,2.36737E-01,2.57722E-02,0.0
643,2.35701E-01,2.55828E-02,0.0
643,2.34666E-01,2.53948E-02,0.0
643,2.33634E-01,2.52084E-02,0.0
643,2.32603E-01,2.50235E-02,0.0
643,2.31574E-01,2.48401E-02,0.0
643,2.30547E-01,2.46583E-02,0.0
643,2.29522E-01,2.44780E-02,0.0
644,2.28498E-01,2.42992E-02,0.0
644,2.27475E-01,2.41220E-02,0.0
644,2.26454E-01,2.39464E-02,0.0
644,2.25434E-01,2.37722E-02,0.0
644,2.24416E-01,2.35997E-02,0.0
644,2.23399E-01,2.34286E-02,0.0
644,2.22383E-01,2.32592E-02,0.0
644,2.21368E-01,2.30912E-02,0.0
644,2.20354E-01,2.29249E-02,0.0
644,2.19342E-01,2.27600E-02,0.0
644,2.18330E-01,2.25968E-02,0.0
645,2.17319E-01,2.24351E-02,0.0
645,2.16309E-01,2.22749E-02,0.0
645,2.15300E-01,2.21163E-02,0.0
645,2.14291E-01,2.19593E-02,0.0
645,2.13284E-01,2.18037E-02,0.0
645,2.12277E-01,2.16498E-02,0.0
645,2.11270E-01,2.14973E-02,0.0
645,2.10265E-01,2.13464E-02,0.0
645,2.09260E-01,2.11968E-02,0.0
646,2.08257E-01,2.10487E-02,0.0
646,2.07254E-01,2.09020E-02,0.0
646,2.06253E-01,2.07567E-02,0.0
646,2.05253E-01,2.06126E-02,0.0
646,2.04254E-01,2.04699E-02,0.0
646,2.03257E-01,2.03285E-02,0.0
646,2.02261E-01,2.01882E-02,0.0
646,2.01266E-01,2.00492E-02,0.0
646,2.00273E-01,1.99114E-02,0.0
646,1.99281E-01,1.97748E-02,0.0
646,1.98292E-01,1.96393E-02,0.0
647,1.97304E-01,1.95049E-02,0.0
647,1.96317E-01,1.93716E-02,0.0
647,1.95333E-01,1.92393E-02,0.0
647,1.94350E-01,1.91081E-02,0.0
647,1.93370E-01,1.89779E-02,0.0
647,1.92392E-01,1.88487E-02,0.0
647,1.91415E-01,1.87205E-02,0.0
647,1.90441E-01,1.85932E-02,0.0
647,1.89469E-01,1.84669E-02,0.0
648,1.88500E-01,1.83415E-02,0.0
648,1.87532E-01,1.82169E-02,0.0
648,1.86567E-01,1.80932E-02,0.0
648,1.85605E-01,1.79704E-02,0.0
648,1.84645E-01,1.78484E-02,0.0
648,1.83688E-01,1.77272E-02,0.0
648,1.82733E-01,1.76068E-02,0.0
648,1.81780E-01,1.74872E-02,0.0
648,1.80831E-01,1.73683E-02,0.0
648,1.79884E-01,1.72502E-02,0.0
648,1.78940E-01,1.71328E-02,0.0
649,1.77999E-01,1.70161E-02,0.0
649,1.77060E-01,1.69001E-02,0.0
649,1.76125E-01,1.67847E-02,0.0
649,1.75192E-01,1.66700E-02,0.0
649,1.74263E-01,1.65560E-02,0.0
649,1.73336E-01,1.64426E-02,0.0
649,1.72413E-01,1.63298E-02,0.0
649,1.71493E-01,1.62176E-02,0.0
649,1.70576E-01,1.61060E-02,0.0
650,1.69662E-01,1.59950E-02,0.0
650,1.68751E-01,1.58845E-02,0.0
650,1.67843E-01,1.57746E-02,0.0
650,1.66939E-01,1.56652E-02,0.0
650,1.66038E-01,1.55563E-02,0.0
650,1.65141E-01,1.54480E-02,0.0
650,1.64247E-01,1.53401E-02,0.0
650,1.63356E-01,1.52327E-02,0.0
650,1.62469E-01,1.51259E-02,0.0
650,1.61585E-01,1.50196E-02,0.0
650,1.60704E-01,1.49137E-02,0.0
651,1.59827E-01,1.48084E-02,0.0
651,1.58954E-01,1.47036E-02,0.0
651,1.58084E-01,1.45994E-02,0.0
651,1.57217E-01,1.44956E-02,0.0
651,1.56354E-01,1.43924E-02,0.0
651,1.55494E-01,1.42897E-02,0.0
651,1.54638E-01,1.41875E-02,0.0
651,1.53785E-01,1.40859E-02,0.0
651,1.52936E-01,1.39848E-02,0.0
652,1.52091E-01,1.38842E-02,0.0
652,1.51248E-01,1.37842E-02,0.0
652,1.50410E-01,1.36847E-02,0.0
652,1.49575E-01,1.35858E-02,0.0
652,1.48744E-01,1.34874E-02,0.0
652,1.47916E-01,1.33896E-02,0.0
652,1.47091E-01,1.32923E-02,0.0
652,1.46271E-01,1.31955E-02,0.0
652,1.45453E-01,1.30993E-02,0.0
652,1.44640E-01,1.30037E-02,0.0
652,1.43830E-01,1.29086E-02,0.0
653,1.43023E-01,1.28140E-02,0.0
653,1.42221E-01,1.27201E-02,0.0
653,1.41421E-01,1.26266E-02,0.0
653,1.40626E-01,1.25337E-02,0.0
653,1.39834E-01,1.24414E-02,0.0
653,1.39045E-01,1.23497E-02,0.0
653,1.38260E-01,1.22584E-02,0.0
653,1.37479E-01,1.21678E-02,0.0
653,1.36701E-01,1.20777E-02,0.0
654,1.35927E-01,1.19882E-02,0.0
654,1.35157E-01,1.18992E-02,0.0
654,1.34390E-01,1.18108E-02,0.0
654,1.33627E-01,1.17229E-02,0.0
654,1.32867E-01,1.16356E-02,0.0
654,1.32111E-01,1.15488E-02,0.0
654,1.31359E-01,1.14627E-02,0.0
654,1.30610E-01,1.13770E-02,0.0
654,1.29865E-01,1.12919E-02,0.0
654,1.29123E-01,1.12074E-02,0.0
654,1.28385E-01,1.11235E-02,0.0
655,1.27651E-01,1.10401E-02,0.0
655,1.26920E-01,1.09572E-02,0.0
655,1.26193E-01,1.08749E-02,0.0
655,1.25469E-01,1.07932E-02,0.0
655,1.24749E-01,1.07120E-02,0.0
655,1.24033E-01,1.06313E-02,0.0
655,1.23320E-01,1.05512E-02,0.0
655,1.22610E-01,1.04717E-02,0.0
655,1.21905E-01,1.03927E-02,0.0
656,1.21202E-01,1.03142E-02,0.0
656,1.20504E-01,1.02363E-02,0.0
656,1.19809E-01,1.01589E-02,0.0
656,1.19117E-01,1.00821E-02,0.0
656,1.18428E-01,1.00057E-02,0.0
656,1.17744E-01,9.92994E-03,0.0
656,1.17062E-01,9.85468E-03,0.0
656,1.16384E-01,9.77994E-03,0.0
656,1.15710E-01,9.70572E-03,0.0
656,1.15038E-01,9.63202E-03,0.0
656,1.14371E-01,9.55884E-03,0.0
657,1.13706E-01,9.48616E-03,0.0
657,1.13045E-01,9.41401E-03,0.0
657,1.12387E-01,9.34235E-03,0.0
657,1.11733E-01,9.27121E-03,0.0
657,1.11081E-01,9.20057E-03,0.0
657,1.10433E-01,9.13043E-03,0.0
657,1.09789E-01,9.06078E-03,0.0
657,1.09147E-01,8.99164E-03,0.0
657,1.08509E-01,8.92298E-03,0.0
658,1.07874E-01,8.85482E-03,0.0
658,1.07243E-01,8.78714E-03,0.0
658,1.06614E-01,8.71995E-03,0.0
658,1.05989E-01,8.65324E-03,0.0
658,1.05367E-01,8.58701E-03,0.0
658,1.04747E-01,8.52126E-03,0.0
658,1.04132E-01,8.45599E-03,0.0
658,1.03519E-01,8.39118E-03,0.0
658,1.02909E-01,8.32685E-03,0.0
658,1.02303E-01,8.26298E-03,0.0
658,1.01699E-01,8.19958E-03,0.0
659,1.01099E-01,8.13664E-03,0.0
659,1.00502E-01,8.07416E-03,0.0
659,9.99072E-02,8.01214E-03,0.0
659,9.93160E-02,7.95057E-03,0.0
659,9.87277E-02,7.88945E-03,0.0
659,9.81425E-02,7.82878E-03,0.0
659,9.75603E-02,7.76856E-03,0.0
659,9.69810E-02,7.70878E-03,0.0
659,9.64047E-02,7.64945E-03,0.0
660,9.58314E-02,7.59055E-03,0.0
660,9.52610E-02,7.53209E-03,0.0
660,9.46935E-02,7.47406E-03,0.0
660,9.41289E-02,7.41646E-03,0.0
660,9.35673E-02,7.35929E-03,0.0
660,9.30085E-02,7.30255E-03,0.0
660,9.24526E-02,7.24623E-03,0.0
660,9.18995E-02,7.19034E-03,0.0
660,9.13493E-02,7.13486E-03,0.0
660,9.08020E-02,7.07981E-03,0.0
660,9.02575E-02,7.02517E-03,0.0
661,8.97158E-02,6.97095E-03,0.0
661,8.91769E-02,6.91714E-03,0.0
661,8.86408E-02,6.86375E-03,0.0
661,8.81075E-02,6.81077E-03,0.0
661,8.75769E-02,6.75820E-03,0.0
661,8.70492E-02,6.70604E-03,0.0
661,8.65242E-02,6.65429E-03,0.0
661,8.60019E-02,6.60295E-03,0.0
661,8.54824E-02,6.55200E-03,0.0
662,8.49655E-02,6.50146E-03,0.0
662,8.44514E-02,6.45132E-03,0.0
662,8.39400E-02,6.40158E-03,0.0
662,8.34313E-02,6.35224E-03,0.0
662,8.29253E-02,6.30329E-03,0.0
662,8.24219E-02,6.25474E-03,0.0
662,8.19212E-02,6.20658E-03,0.0
662,8.14232E-02,6.15881E-03,0.0
662,8.09278E-02,6.11142E-03,0.0
662,8.04350E-02,6.06442E-03,0.0
662,7.99448E-02,6.01781E-03,0.0
663,7.94572E-02,5.97158E-03,0.0
663,7.89723E-02,5.92573E-03,0.0
663,7.84899E-02,5.88026E-03,0.0
663,7.80101E-02,5.83517E-03,0.0
663,7.75328E-02,5.79045E-03,0.0
663,7.70581E-02,5.74611E-03,0.0
663,7.65859E-02,5.70213E-03,0.0
663,7.61163E-02,5.65853E-03,0.0
663,7.56492E-02,5.61529E-03,0.0
664,7.51846E-02,5.57242E-03,0.0
664,7.47225E-02,5.52991E-03,0.0
664,7.42629E-02,5.48776E-03,0.0
664,7.38058E-02,5.44597E-03,0.0
664,7.33511E-02,5.40454E-03,0.0
664,7.28989E-02,5.36347E-03,0.0
664,7.24492E-02,5.32274E-03,0.0
664,7.20019E-02,5.28237E-03,0.0
664,7.15570E-02,5.24235E-03,0.0
664,7.11145E-02,5.20267E-03,0.0
664,7.06745E-02,5.16334E-03,0.0
665,7.02368E-02,5.12436E-03,0.0
665,6.98016E-02,5.08571E-03,0.0
665,6.93687E-02,5.04740E-03,0.0
665,6.89381E-02,5.00943E-03,0.0
665,6.85100E-02,4.97179E-03,0.0
665,6.80841E-02,4.93449E-03,0.0
665,6.76606E-02,4.89751E-03,0.0
665,6.72395E-02,4.86086E-03,0.0
665,6.68206E-02,4.82452E-03,0.0
666,6.64041E-02,4.78851E-03,0.0
666,6.59898E-02,4.75280E-03,0.0
666,6.55778E-02,4.71740E-03,0.0
666,6.51681E-02,4.68230E-03,0.0
666,6.47606E-02,4.64751E-03,0.0
666,6.43554E-02,4.61300E-03,0.0
666,6.39524E-02,4.57879E-03,0.0
666,6.35516E-02,4.54487E-03,0.0
666,6.31531E-02,4.51123E-03,0.0
666,6.27567E-02,4.47787E-03,0.0
666,6.23626E-02,4.44478E-03,0.0
667,6.19706E-02,4.41197E-03,0.0
667,6.15808E-02,4.37943E-03,0.0
667,6.11931E-02,4.34715E-03,0.0
